-0.57929033,
0.0778882951,
-2.78545308,
0.301877111,
1.83988059,
-1.93977785,
1.71651387,
-0.886889875,
9.83854103,
0.814737499,
-5.06567717,
1.79856384,
0.729451835,
-0.62124157,
1.1087,
-1.85580933,
-0.444195539,
2.52641225,
2.10446167,
0.887871206,
0.875484586,
5.4726758,
-0.552489758,
0.68825525,
1.14975441,
-0.805124104,
-0.00736452918,
3.82906246,
-1.53653574,
1.79146135,
0.409525752,
-2.61330152,
-0.153634697,
-1.25689721,
-0.0527891889,
-0.271331936,
0.587097704,
-2.07760024,
-5.81073856,
3.08759046,
0.0196038671,
-2.31676435,
0.629468203,
0.0163768195,
-1.15092325,
0.15543668,
0.990367,
-2.3213675,
0.247128144,
1.86683226,
3.57244515,
0.531736553,
-0.000500152819,
-0.650147498,
0.94854331,
0.670417,
1.30343461,
1.13619459,
0.396406591,
-0.289471954,
-4.4080472,
1.64895189,
1.28920186,
-5.72927046,
